dimension,question_text,question_type,mapped_domains,mapped_streams,signal_strength,is_active,education_level,target_stream,sequence_order,option_1_text,option_2_text,option_3_text,option_4_text
personality,"How do you feel about the discipline, precision, and steady hands-on practice needed to grow in Quality Control?",mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1473,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Quality work can be repetitive, exact, rule-based, and improvement-focused. Does that suit you?",mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1474,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be making a quality checklist for a simple product. How realistic does that feel for you?,mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1475,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which workshop or process activity would help you explore Quality Control?,mcq,MANUF_PROD|QUALITY_CONTROL,,4,1,,,1476,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in machines, production, quality, maintenance, or industrial processes in Industrial Engineering?",mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1477,Not interested,A little interested,Interested,Very interested
interest,"Would improving how things are made, fixed, tested, or operated in Industrial Engineering feel exciting to you?",mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1478,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Industrial Engineering through hands-on practice and careful process thinking?,mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1479,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Industrial engineering needs maths, process thinking, observation, and data basics. How manageable is that?",mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1480,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn workflow mapping, time study, data charts, and process improvement tools?",mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1481,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to industrial engineering?,mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1482,Never,Only heard about it,Improved a small workflow,Explored seriously
personality,"When Industrial Engineering work involves machines, processes, breakdowns, or repeated tasks, how do you usually respond?",mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1483,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a mistake in your process, quality, safety, or troubleshooting in Industrial Engineering, what would you most likely do?",mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1484,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the discipline, precision, and steady hands-on practice needed to grow in Industrial Engineering?",mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1485,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This work can involve systems, numbers, people, machines, and practical fixes. Does that suit you?",mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1486,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be improving the steps in one daily task or small process. How realistic does that feel for you?,mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1487,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which workshop or process activity would help you explore Industrial Engineering?,mcq,MANUF_PROD|INDUSTRIAL_ENGINEERING,,4,1,,,1488,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in machines, production, quality, maintenance, or industrial processes in Manufacturing Technology?",mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1489,Not interested,A little interested,Interested,Very interested
interest,"Would improving how things are made, fixed, tested, or operated in Manufacturing Technology feel exciting to you?",mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1490,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Manufacturing Technology through hands-on practice and careful process thinking?,mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1491,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Manufacturing technology needs practical science, measurements, tools, and process understanding. How does that feel?",mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1492,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn machine basics, CAD/CAM ideas, shop-floor safety, and production tools?",mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1493,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to manufacturing technology?,mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1494,Never,Only watched videos,Tried tools or models,Explored seriously
personality,"When Manufacturing Technology work involves machines, processes, breakdowns, or repeated tasks, how do you usually respond?",mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1495,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a mistake in your process, quality, safety, or troubleshooting in Manufacturing Technology, what would you most likely do?",mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1496,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the discipline, precision, and steady hands-on practice needed to grow in Manufacturing Technology?",mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1497,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This work can be hands-on, technical, safety-focused, and process-based. Does that suit you?",mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1498,Not at all,A little,Yes mostly,Yes definitely
work_style,"A first step could be learning one manufacturing process like cutting, molding, or assembly. How realistic does that feel for you?",mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1499,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which workshop or process activity would help you explore Manufacturing Technology?,mcq,MANUF_PROD|MANUFACTURING_TECH,,4,1,,,1500,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in machines, production, quality, maintenance, or industrial processes in Automobile Manufacturing?",mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1501,Not interested,A little interested,Interested,Very interested
interest,"Would improving how things are made, fixed, tested, or operated in Automobile Manufacturing feel exciting to you?",mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1502,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Automobile Manufacturing through hands-on practice and careful process thinking?,mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1503,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Automobile manufacturing needs mechanical basics, measurements, quality, and process thinking. How manageable is that?",mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1504,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn vehicle systems, assembly basics, tools, and inspection methods?",mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1505,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to automobile manufacturing?,mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1506,Never,Only interested in vehicles,Tried mechanical or vehicle work,Explored seriously
personality,"When Automobile Manufacturing work involves machines, processes, breakdowns, or repeated tasks, how do you usually respond?",mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1507,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a mistake in your process, quality, safety, or troubleshooting in Automobile Manufacturing, what would you most likely do?",mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1508,I may lose patience quickly,I can continue if someone guides me,I usually keep trying step by step,I enjoy improving through repeated practice
personality,"How do you feel about the discipline, precision, and steady hands-on practice needed to grow in Automobile Manufacturing?",mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1509,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This work can involve machines, parts, safety, teams, and quality checks. Does that suit you?",mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1510,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning how one vehicle part is made or assembled. How realistic does that feel for you?,mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1511,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which workshop or process activity would help you explore Automobile Manufacturing?,mcq,MANUF_PROD|AUTOMOBILE_MANUFACTURING,,4,1,,,1512,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in machines, production, quality, maintenance, or industrial processes in Textile Manufacturing?",mcq,MANUF_PROD|TEXTILE_MANUFACTURING,,4,1,,,1513,Not interested,A little interested,Interested,Very interested
interest,"Would improving how things are made, fixed, tested, or operated in Textile Manufacturing feel exciting to you?",mcq,MANUF_PROD|TEXTILE_MANUFACTURING,,4,1,,,1514,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Textile Manufacturing through hands-on practice and careful process thinking?,mcq,MANUF_PROD|TEXTILE_MANUFACTURING,,4,1,,,1515,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Textile manufacturing needs material knowledge, process thinking, quality, and practical observation. How does that feel?",mcq,MANUF_PROD|TEXTILE_MANUFACTURING,,4,1,,,1516,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn fabric types, machines, production steps, and quality checks with practice?",mcq,MANUF_PROD|TEXTILE_MANUFACTURING,,4,1,,,1517,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to textile manufacturing?,mcq,MANUF_PROD|TEXTILE_MANUFACTURING,,4,1,,,1518,Never,Only know fabrics casually,Tried stitching or fabric work,Explored seriously
